Name,Subtitle,AM Service Time,PM Service Time,Street,City,State,Postcode,Phone,Email,Website,Minister/Pastor,URL,Presbytery,pcharge_status,Latitude,Longitude,Attempt,Lat_adj,Lon_adj
Forbes,Unknown,Unknown,Unknown,Harold St,Forbes,New South Wales,2871,Unknown,Unknown,http://pfphpresbyterian.org.au,Craig Bland,https://preskey.org.au/index.php/new-south-wales-act/item/forbes?category_id=48,unknown,Full (Sanctioned) Charge,-33.38629,148.0078,0,-33.3862033,148.0077743
Forster - Tuncurry,Unknown,9.30,6.00,16 Bruce St,Forster,New South Wales,2428,Unknown,Unknown,http://forstertuncurrypc.org.au,Carl Grande,https://preskey.org.au/index.php/new-south-wales-act/item/forster-tuncurry?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-32.1871,152.51325,0,-32.1820852,152.5131155
Garah,Unknown,Unknown,Unknown,Railway Prd,Garah,New South Wales,2405,Unknown,Unknown,Unknown,Philip Speirs,https://preskey.org.au/index.php/new-south-wales-act/item/garah?category_id=48,unknown,Home Mission Charge,-29.07787,149.63739,0,-29.0747674,149.6348667
Ghanaian,Unknown,Unknown,Unknown,7 McKern St,Wentworthville,New South Wales,2145,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/ghanaian?category_id=48,unknown,Special Interest Congregation,-33.8094,150.9704,0,-33.809932,150.9713348
Gilgandra,Unknown,11.00 (9.00 4th Sun),"5.00 (4.00 May, June,July, Aug)",40 Myrtle St,Gilgandra,New South Wales,2827,Unknown,Unknown,http://www.gilgandrapc.com,Peter Tamsett,https://preskey.org.au/index.php/new-south-wales-act/item/gilgandra?category_id=48,Presbytery of Central West,Full (Sanctioned) Charge,-31.70974,148.66483,0,-31.63258185,148.70444886714313
"Gladesville, Church of St Andrew",Unknown,9.00,Unknown,2 Pittwater Road,Gladesville,New South Wales,2111,Unknown,Unknown,http://www.gladeshill.org.au,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/gladesville-church-of-st-andrew?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.8289,151.12713,0,-33.8292507,151.1272968
"Glen Innes, St Andrew's",Unknown,"10.30am m/tea, 11am serVice",Unknown,Heron St,Glen Innes,New South Wales,2370,Unknown,Unknown,Unknown,Andrew Campbell,https://preskey.org.au/index.php/new-south-wales-act/item/glen-innes-st-andrew-s?category_id=48,Presbytery of North Inland NSW,Home Mission Charge,-29.75096,151.73734,0,-29.7506032,151.7345697
Gloucester,Unknown,9.30,Unknown,Barrington St,Gloucester,New South Wales,2422,Unknown,Unknown,Unknown,Ian Johnstone,https://preskey.org.au/index.php/new-south-wales-act/item/gloucester?category_id=48,Presbytery of the Mid North Coast,Home Mission Charge,-32.00826,151.96051,0,-32.0105965,151.9600305
Gosford,Unknown,8.00 and 9.45,6.30,14-16 Young St,West Gosford,New South Wales,2250,Unknown,Unknown,http://www.gosfordpc.com.au,James Snare,https://preskey.org.au/index.php/new-south-wales-act/item/gosford?category_id=48,Presbytery of Central Coast,Full (Sanctioned) Charge,-33.42554,151.32848,0,-33.415,151.3177778
"Goulburn, St Andrew's",Unknown,9.30,Unknown,25 Clifford St,Goulburn,New South Wales,2580,Unknown,Unknown,Unknown,Mike Adams,https://preskey.org.au/index.php/new-south-wales-act/item/goulburn-st-andrew-s?category_id=48,Presbytery of Canberra,Home Mission Charge,-34.75219,149.7195,0,-34.75228205,149.71937353817128
Warabrook Grace - (Newcastle),Unknown,10.00,6.00,144 Nelson St,Wallsend,New South Wales,2287,Unknown,Unknown,http://gracepc.org.au,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/grace-presbyterian-church-newcastle-warabrook?category_id=48,Presbytery of the Hunter,Full (Sanctioned) Charge,-32.90229,151.66977,0,-32.9057901,151.6656025
"Grafton, St Andrew's",Unknown,9.30,Unknown,116 Oliver St,Grafton,New South Wales,2460,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/grafton-st-andrew-s?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-29.6873,152.93766,0,-29.6816773,152.9336357
Granville,Unknown,9.00,Unknown,14 Hutchinson St,Granville,New South Wales,2142,Unknown,Unknown,Unknown,Winston Siew Soon Mah,https://preskey.org.au/index.php/new-south-wales-act/item/granville?category_id=48,Presbytery of Western Sydney,Home Mission Charge,-33.83434,151.00739,0,-33.8345097,151.0060111
Grenfell,Unknown,10.00,Unknown,Corner Weddin St & Middle St,Grenfell,New South Wales,2810,Unknown,Unknown,http://grenfellpresbyterian.blogspot.com,Steven Hay,https://preskey.org.au/index.php/new-south-wales-act/item/grenfell?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-33.8964,148.1625,0,-33.8967902,148.160764
Griffith,Unknown,9.30,Unknown,Blumer Ave,Griffith,New South Wales,2680,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/griffith?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-34.28188,146.06582,0,-34.27738,146.0695745
Gulargambone,Unknown,9.00,Unknown,Armitree St,Gulargambone,New South Wales,2828,Unknown,Unknown,http://www.gilgandrapc.com,Peter Tamsett,https://preskey.org.au/index.php/new-south-wales-act/item/gulargambone?category_id=48,Presbytery of Central West,Full (Sanctioned) Charge,-31.33545,148.47327,0,-31.334842,148.468013
Gulgong,Unknown,10.00,Unknown,46 Bayley St,Gulgong,New South Wales,2852,Unknown,Unknown,http://gulgongpresbyterian.org,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/gulgong?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-32.3609,149.53254,0,-32.3628305,149.5338212
Gunnedah,Unknown,9.30,6.30,Cnr Marquis St & Barber St,Gunnedah,New South Wales,2380,Unknown,Unknown,Unknown,Lyle Sims,https://preskey.org.au/index.php/new-south-wales-act/item/gunnedah?category_id=48,unknown,Home Mission Charge,-30.97921,150.25235,0,-31.02375935,150.20365272930607
Guyra,Unknown,10.00,Unknown,Tenterden St,Guyra,New South Wales,2365,Unknown,Unknown,Unknown,Andrew Campbell,https://preskey.org.au/index.php/new-south-wales-act/item/guyra?category_id=48,Presbytery of North Inland NSW,Home Mission Charge,-30.22014,151.67379,0,-30.2200006,151.6728456
"Hamilton (NSW), Scots Kirk",Unknown,9.30,Unknown,Cnr Tudor & Murray Sts,Hamilton,New South Wales,2303,Unknown,Unknown,http://www.hamiltonpresbyterian.com,Garry White,https://preskey.org.au/index.php/new-south-wales-act/item/hamilton-nsw-scots-kirk?category_id=48,Presbytery of the Hunter,Full (Sanctioned) Charge,-32.92417,151.7475,0,-32.9186415,151.7487447
Henty,Unknown,10.30,Unknown,2A Hayes St,Henty,New South Wales,2658,Unknown,Unknown,http://www.hentylockhartpresy.org.au,Craig Nicholas,https://preskey.org.au/index.php/new-south-wales-act/item/henty?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-35.52046,147.03395,0,-35.5170939,147.0344788
"Hill End, St Paul's",Unknown,Unknown,2.00 4th Sunday of month,Tambaroora St,Hill End,New South Wales,2850,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/hill-end-st-paul-s?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-33.03458,149.41544,0,-33.0342077,149.4158028
"Hurstville, Indonesian",Unknown,Indonesian Service: 9.00 AM.,Unknown,40 Collingwood Ave,Earlwood,New South Wales,2206,Unknown,Unknown,Unknown,Gunung Maston,https://preskey.org.au/index.php/new-south-wales-act/item/hurstville-indonesian?category_id=48,Presbytery of Sydney South,Full (Sanctioned) Charge,-33.92625,151.12835,0,-33.9247222,151.1313889
Ingleburn,Unknown,10.00,Unknown,6/48 Lancaster St,Ingleburn,New South Wales,2565,Unknown,Unknown,Unknown,Janet Frost,https://preskey.org.au/index.php/new-south-wales-act/item/ingleburn?category_id=48,Presbytery of Sydney South,Home Mission Charge,-33.99744,150.85825,0,-33.9983333,150.8511111
"Inverell, St Andrew's",Unknown,9.30,6.30,94 Vivian St,Inverell,New South Wales,2360,Unknown,Unknown,http://inverell.presbyterian.org.au,Peter Barber,https://preskey.org.au/index.php/new-south-wales-act/item/inverell-st-andrew-s?category_id=48,Presbytery of North Inland NSW,Full (Sanctioned) Charge,-29.77823,151.11747,0,-29.7780846,151.1171681
Junee,Unknown,10.00,Unknown,Cnr Lisgar & Denison Sts,Junee,New South Wales,2663,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/junee?category_id=48,Presbytery of Southern Rivers,Home Mission Charge,-34.87071,147.58728,0,-34.81502565,147.6726749913009
Kempsey,Unknown,9.00,Unknown,54 Rudder St,Kempsey,New South Wales,2440,Unknown,Unknown,https://kswrpc.org/,Bryan Kim,https://preskey.org.au/index.php/new-south-wales-act/item/kempsey?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-31.07686,152.84888,0,-31.0769267,152.8490647
Kiama,Unknown,9.00,Unknown,Cnr Shoalhaven & Terralong St,Kiama,New South Wales,2533,Unknown,Unknown,http://www.kiamapc.com.au,Andrew Satchell,https://preskey.org.au/index.php/new-south-wales-act/item/kiama?category_id=48,Presbytery of the Illawarra,Full (Sanctioned) Charge,-34.66684,150.84897,0,-34.6958202,150.79591231385055
Kingsford (IPC),Unknown,11.15,Unknown,94 Houston Rd,Kingsford,New South Wales,2032,Unknown,Unknown,http://www.ipc.org.au,Joni Tjiong,https://preskey.org.au/index.php/new-south-wales-act/item/kingsford-ipc?category_id=48,Presbytery of Sydney East,Full (Sanctioned) Charge,-33.92433,151.22686,0,-33.9215922,151.2272307
Cornerstone Kogarah Presbyterian Church,Unknown,9.30,Unknown,12-16 Derby St,Kogarah,New South Wales,2217,Unknown,Unknown,https://www.cornerstonechurch.com.au/,Daniel Au,https://preskey.org.au/index.php/new-south-wales-act/item/cornerstone-kogarah-presbyterian-church?category_id=48,Presbytery of Sydney Inner West,Full (Sanctioned) Charge,-33.96572,151.13305,0,-33.968226,151.1354509
Korean Antioch,Unknown,9.30; 11.00,1.30 Wednesday 7.30 Sunday,"Strathfield Girls' High School, 116 - 146 Albert Rd",Strathfield,New South Wales,2135,Unknown,Unknown,http://www.sydneyantioch.com,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/korean-antioch?category_id=48,Presbytery of Sydney Inner West,Full (Sanctioned) Charge,-33.8738,151.08455,0,-33.87983733737722,151.07853081994222
Korean Canaan (Petersham),Unknown,11.00,2.00,2 Gordon St,Petersham,New South Wales,2049,Unknown,Unknown,Unknown,Won-Hyoung Moon,https://preskey.org.au/index.php/new-south-wales-act/item/korean-canaan-petersham?category_id=48,Presbytery of Sydney Inner West,Full (Sanctioned) Charge,-33.89545,151.15139,0,-33.8945061,151.1554222
Korean (Ashfield),Unknown,8.30,12.00,Cnr Knox St & Liverpool Rd,Ashfield,New South Wales,2131,Unknown,Unknown,Unknown,Joung-Yeol Kim,https://preskey.org.au/index.php/new-south-wales-act/item/korean-hallelujah?category_id=48,Presbytery of Sydney Inner West,Home Mission Charge,-33.88794,151.12333,0,-33.88938616718528,151.12731584864434
Carlingford-Rainbow (Korean),Unknown,12.00,2.30,203 Marsden Rd,Carlingford,New South Wales,2118,Unknown,Unknown,Unknown,Ju Sang (Mike) Kim,https://preskey.org.au/index.php/new-south-wales-act/item/korean-rainbow?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.78735,151.06185,0,-33.7873418,151.0618354
Sydney Urim (Korean),Unknown,11.30,1.30,37 Anderson St,Chatswood,New South Wales,2067,Unknown,Unknown,Unknown,Man Park,https://preskey.org.au/index.php/new-south-wales-act/item/korean-urim?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.7943,151.18258,0,-33.79461391527347,151.18243676107178
Sydney Young Nak (Korean),Unknown,9.30 & 11.00,1.15 (english); 3.00,7-9 Manson St,Telopea,New South Wales,2117,Unknown,Unknown,Unknown,Myeong-Gu Lee,https://preskey.org.au/index.php/new-south-wales-act/item/korean-young-nak?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.79684,151.04108,0,-33.7967522,151.0408174
Krambach,Unknown,11.15 Last Sun of month,Unknown,Unknown,Krambach,New South Wales,2429,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/krambach?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-32.0522,152.26261,0,-32.0521151,152.2606101
"Kyogle, Gateway Presbyterian Church",Unknown,9.30,Unknown,Stratheden St,Kyogle,New South Wales,2474,Unknown,Unknown,Unknown,George Ayoub,https://preskey.org.au/index.php/new-south-wales-act/item/kyogle?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-28.62153,153.00581,0,-28.6216331,153.0063379
"Lakemba, Samoan",Unknown,11.30,Unknown,1003 Canterbury Rd,Lakemba,New South Wales,2195,Unknown,Unknown,Unknown,Fa'au'ga Si'itia,https://preskey.org.au/index.php/new-south-wales-act/item/lakemba-samoan?category_id=48,Presbytery of Sydney South,Home Mission Charge,-33.92726,151.07951,0,-33.9196311,151.0749236
Lawrence,Unknown,Unknown,Unknown,Richmond St,Lawrence,New South Wales,2460,Unknown,Unknown,http://lowerclarencepresbyterian.com/,Paul Richards,https://preskey.org.au/index.php/new-south-wales-act/item/lawrence?category_id=48,unknown,Full (Sanctioned) Charge,-29.49227,153.09659,0,-29.4897794,153.0952173
Leeton,Unknown,10.00,Unknown,Cnr Sycamore & Cypress Sts,Leeton,New South Wales,2705,Unknown,Unknown,Unknown,David Hawken,https://preskey.org.au/index.php/new-south-wales-act/item/leeton?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-34.55149,146.4086,0,-34.52975335,146.29325801998567
"Lismore, St Paul's",Unknown,9.00,7.00,188 Keen St,Lismore,New South Wales,2480,Unknown,Unknown,http://www.lpc.org.au,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/lismore-st-paul-s?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-28.8105,153.27753,0,-28.7936072,153.26712591214815
Liverpool (St Paul),Unknown,9.00,Unknown,117-119 Moore St,Liverpool,New South Wales,2170,Unknown,Unknown,http://liverpool-presbyterian-church.org/,Bruce Hammonds,https://preskey.org.au/index.php/new-south-wales-act/item/liverpool-st-paul?category_id=48,Presbytery of Sydney South,Full (Sanctioned) Charge,-33.92181,150.92044,0,-33.952588649999996,150.89884316797682
Lockhart,Unknown,8.45 (2nd & 4th & 5th Sun),6.00 (1st & 3rd Sun),58 Hebden St,Lockhart,New South Wales,2656,Unknown,Unknown,http://www.hentylockhartpresy.org.au/,Craig Nicholas,https://preskey.org.au/index.php/new-south-wales-act/item/lockhart?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-35.22295,146.71816,0,-35.2215841,146.7133866
Macksville,Unknown,8.45,Unknown,49 Wallace St,Macksville,New South Wales,2447,Unknown,Unknown,Unknown,Darryl Spriggs,https://preskey.org.au/index.php/new-south-wales-act/item/macksville?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-30.70989,152.91584,0,-30.7073143,152.9183972
Maclean,Unknown,9.30,Unknown,Cnr River & Church Sts,Maclean,New South Wales,2463,Unknown,Unknown,http://www.macleanpc.org.au,Peter Huxley,https://preskey.org.au/index.php/new-south-wales-act/item/maclean?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-29.46158,153.19729,0,-29.4566667,153.2011111
Macquarie Chapel,Unknown,8.30am & 10.30am,Unknown,2 Herring Rd,Eastwood,New South Wales,2122,Unknown,Unknown,http://www.macchap.com.au,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/macquarie-chapel?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.78872,151.1054,0,-33.79,151.0844444
Maitland,Unknown,9.30 a.m.,Unknown,10 Freechurch St,Maitland,New South Wales,2320,Unknown,Unknown,https://www.maitlandpresbyterianchurch.org.au/,Russell Vandervelden,https://preskey.org.au/index.php/new-south-wales-act/item/maitland?category_id=48,Presbytery of the Hunter,Full (Sanctioned) Charge,-32.73523,151.55981,0,-32.7316683,151.5511123
"Manilla, St Andrew's",Unknown,9.30,Unknown,Cnr Rowan & Court Sts,Manilla,New South Wales,2346,Unknown,Unknown,http://manillapresbyterian.org.au,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/manilla-st-andrew-s?category_id=48,Presbytery of North Inland NSW,Full (Sanctioned) Charge,-30.73467,150.71635,0,-30.7465571,150.7218323
"Manly, St Andrew's",Unknown,9.45,Unknown,56 Raglan St,Manly,New South Wales,2095,Unknown,Unknown,http://www.Stamp.org.au,Duncan Anderson,https://preskey.org.au/index.php/new-south-wales-act/item/manly-st-andrew-s?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.79502,151.28324,0,-33.7971937,151.2879845
Maroubra,Unknown,10.00,5.00,8 Robey St,Maroubra,New South Wales,2035,Unknown,Unknown,http://www.maroubrapresbyterian.org.au,Johnnie Li,https://preskey.org.au/index.php/new-south-wales-act/item/maroubra?category_id=48,Presbytery of Sydney East,Full (Sanctioned) Charge,-33.94223,151.23713,0,-33.9455962,151.2382596
Merrylands,Unknown,11.00,Unknown,303 Merrylands Rd,Merrylands,New South Wales,2160,Unknown,Unknown,Unknown,Winston Siew Soon Mah,https://preskey.org.au/index.php/new-south-wales-act/item/merrylands?category_id=48,Presbytery of Western Sydney,Home Mission Charge,-33.83508,150.98495,0,-33.8350765,150.9860379
Merrylands East,Unknown,Arabic at 10am downstairs; English at 10am upstairs,Unknown,Cnr Kimberley & Excelsior Sts,Merrylands,New South Wales,2160,Unknown,Unknown,http://www.mepchurch.com.au/,Hamdy Awad,https://preskey.org.au/index.php/new-south-wales-act/item/merrylands-east?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.84802,150.99957,0,-33.83499756326469,150.98601006020445
"Mittagong, St Paul's",Unknown,10.00,Unknown,Cnr Alice & Edwards Sts,Mittagong,New South Wales,2575,Unknown,Unknown,http://mittagongchurches.org.au,Douglas McPherson,https://preskey.org.au/index.php/new-south-wales-act/item/mittagong-st-paul-s?category_id=48,Presbytery of the Illawarra,Home Mission Charge,-34.44935,150.44976,0,-34.4500664,150.4473469
"Moree, St Andrew's",Unknown,10.00,Unknown,Cnr Albert & Auburn Sts,Moree,New South Wales,2400,Unknown,Unknown,Unknown,Philip Speirs,https://preskey.org.au/index.php/new-south-wales-act/item/moree-st-andrew-s?category_id=48,Presbytery of North Inland NSW,Home Mission Charge,-29.4654,149.84019,0,-29.4617202,149.8407153
Moruya,Unknown,10.00,Unknown,31 Evans St,Moruya,New South Wales,2537,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/moruya?category_id=48,Presbytery of Canberra,Full (Sanctioned) Charge,-35.91314,150.07452,0,-35.9098127,150.0820002
"Moss Vale, St Andrew's",Unknown,10.00,Unknown,7 Browley St,Moss Vale,New South Wales,2577,Unknown,Unknown,http://www.mvpc.org.au/,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/moss-vale-st-andrew-s?category_id=48,Presbytery of the Illawarra,Home Mission Charge,-34.5495,150.3654,0,-34.54964235,150.3657896401556
Mt Lambie,Unknown,Unknown,Every fifth Sunday at 2.00pm,Thorpes Pinch Road,Mt Lambie,New South Wales,2790,Unknown,Unknown,http://bowenfelspresbyterianparish.org.au,Stephen Fong,https://preskey.org.au/index.php/new-south-wales-act/item/mt-lambie?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-33.44729,149.96193,0,-33.4475439,149.9626766
"Mudgee, St Paul's",Unknown,9.30,Unknown,105 Mortimer St,Mudgee,New South Wales,2850,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/mudgee-st-paul-s?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-32.59296,149.58441,0,-32.5939071,149.5943949
Mullumbimby,Unknown,10.00,Unknown,104 Stuart St,Mullumbimby,New South Wales,2482,Unknown,Unknown,Unknown,Jon Nuttall,https://preskey.org.au/index.php/new-south-wales-act/item/mullumbimby?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-28.55415,153.50113,0,-28.5483333,153.5011111
"Murwillumbah, St Andrew's",Unknown,9.00,Unknown,16 Wollumbin St,Murwillumbah,New South Wales,2484,Unknown,Unknown,http://www.pcmurwillumbah.org.au/,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/murwillumbah-st-andrew-s?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-28.32818,153.39749,0,-28.3267617,153.3971541
Muswellbrook,Unknown,No Services held at this time,Unknown,100 Hill St,Muswellbrook,New South Wales,2333,Unknown,Unknown,Unknown,Timothy Wonil Lee,https://preskey.org.au/index.php/new-south-wales-act/item/muswellbrook?category_id=48,Presbytery of the Hunter,Home Mission Charge,-32.26118,150.89033,0,-32.4881159,150.51640804866668
Nambucca River,Unknown,10.30,Unknown,35 Centenary Pde,Nambucca Heads,New South Wales,2448,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/nambucca-river?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-30.64191,152.98375,0,-30.6371147,152.9844019
Narooma,Unknown,Unknown,5.00,Marine Pde,Narooma,New South Wales,2546,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/narooma?category_id=48,Presbytery of Canberra,Full (Sanctioned) Charge,-36.22263,150.13444,0,-36.2190152,150.1317243
Narrabri,Unknown,9.00,Unknown,3 Dewhurst St,Narrabri,New South Wales,2390,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/narrabri?category_id=48,unknown,Home Mission Charge,-30.32561,149.78565,0,-30.3259025,149.7858403
"Newcastle, Presbyterian Samoan",Unknown,9.30 Sunday School 11.00,Unknown,137 St James St,New Lambton,New South Wales,2305,Unknown,Unknown,Unknown,Poloaiga Imo,https://preskey.org.au/index.php/new-south-wales-act/item/newcastle-presbyterian-samoan?category_id=48,Presbytery of the Hunter,Appointment Charge,-32.92762,151.71351,0,-32.9277778,151.7108333
"Nimbin, St Stephen's",Unknown,11.15 (2nd 4th Sund),Unknown,Cullen St,Nimbin,New South Wales,2480,Unknown,Unknown,Unknown,Glenn Samuel,https://preskey.org.au/index.php/new-south-wales-act/item/nimbin-st-stephen-s?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-28.59647,153.22298,0,-28.5966938,153.2229311
"North Sydney, St Peter's",Unknown,9.30,6.00,234 Blues Point Rd,North Sydney,New South Wales,2060,Unknown,Unknown,http://nthsydgreenpc.pcNSW.org.au,John Buchanan,https://preskey.org.au/index.php/new-south-wales-act/item/north-sydney-st-peter-s?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.8411,151.206,0,-33.8354519,151.2083011
Ootha,Unknown,Unknown,Unknown,Unknown,Ootha,New South Wales,2797,Unknown,Unknown,Unknown,Barry Best,https://preskey.org.au/index.php/new-south-wales-act/item/ootha?category_id=48,unknown,Full (Sanctioned) Charge,-33.12349,147.45014,0,-33.121038,147.4488234
"Orange, St James",Unknown,10.00,4.00,Cnr Anson St & Matthews Ave,Orange,New South Wales,2800,Unknown,Unknown,http://www.orangepresbyterian.org.au,Angus Gibb,https://preskey.org.au/index.php/new-south-wales-act/item/orange-st-james?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-33.26944,149.10157,0,-33.2820463,149.0971567
Parkes,Unknown,Unknown,Unknown,Cnr Gap & Hill Sts,Parkes,New South Wales,2870,Unknown,Unknown,http://pfphpresbyterian.org.au/about/about-parkes,Craig Bland,https://preskey.org.au/index.php/new-south-wales-act/item/parkes?category_id=48,unknown,Full (Sanctioned) Charge,-33.13682,148.17769,0,-32.8225409,147.97613626792403
Wentworthville,Unknown,9.00 and 10.30,Unknown,PO Box 365,Wentworthville,New South Wales,2145,Unknown,Unknown,http://www.wentworthville.org.au,Greg Turner,https://preskey.org.au/index.php/new-south-wales-act/item/parramatta-city-wentworthville?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.8119,150.96582,0,-33.8066667,150.9677778
Peak Hill,Unknown,9.00 1st Sunday of the Month,Unknown,71 Derribong St,Peak Hill,New South Wales,2869,Unknown,Unknown,http://pfphpresbyterian.org.au/about/about-peak-hill,Craig Bland,https://preskey.org.au/index.php/new-south-wales-act/item/peak-hill?category_id=48,Presbytery of Central West,Full (Sanctioned) Charge,-32.72501,148.19018,0,-32.72503605,148.1901187470412
"Penrith, St Andrew's",Unknown,9.00 & 10.30,5.00,9 Doonmore St,Penrith,New South Wales,2750,Unknown,Unknown,http://www.penrithpresbyterian.com,Hugh Prattis,https://preskey.org.au/index.php/new-south-wales-act/item/penrith-st-andrew-s?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.75561,150.70472,0,-33.7600697,150.7036274
Penshurst,Unknown,10.00,Unknown,118 Penshurst St,Penshurst,New South Wales,2222,Unknown,Unknown,Unknown,Jonathan Chong,https://preskey.org.au/index.php/new-south-wales-act/item/penshurst-st-andrew-s-war-memorial?category_id=48,Presbytery of Sydney South,Home Mission Charge,-33.9608,151.08508,0,-33.9558351,151.0800072
Pittwater,Unknown,9.30,Unknown,Cnr Robertson Rd & Ocean  Ave,Newport,New South Wales,2106,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/pittwater?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.65407,151.31895,0,-33.6591061,151.3164331
Port Macquarie,Unknown,Traditional Service: 8.30am,Unknown,93 William St,Port Macquarie,New South Wales,2444,Unknown,Unknown,http://www.pmpc.org,Scott Donnellan,https://preskey.org.au/index.php/new-south-wales-act/item/port-macquarie?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-31.43061,152.91179,0,-31.430805550000002,152.9117527847166
Portland (NSW),Unknown,"8.30am Second Sunday in February, May, August and November",Unknown,2 Vale St,Portland,New South Wales,2847,Unknown,Unknown,http://bowenfelspresbyterianparish.org.au/,Stephen Fong,https://preskey.org.au/index.php/new-south-wales-act/item/portland?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-33.35419,149.97894,0,-33.3483333,149.9844444
Queanbeyan,Unknown,9.30,Unknown,Cnr Morisset & Lowe Sts,Queanbeyan,New South Wales,2620,Unknown,Unknown,http://queanbeyanpc.org,Robert McMullan,https://preskey.org.au/index.php/new-south-wales-act/item/queanbeyan?category_id=48,Presbytery of Canberra,Home Mission Charge,-35.35058,149.23514,0,-35.3524518,149.2337634
Randwick,Unknown,10.30AM,Unknown,Cnr Alison Rd & Cook St,Randwick,New South Wales,2031,Unknown,Unknown,http://www.rpc.org.au,Mark Adams,https://preskey.org.au/index.php/new-south-wales-act/item/randwick?category_id=48,Presbytery of Sydney East,Full (Sanctioned) Charge,-33.91277,151.23939,0,-33.945516749999996,151.24403017442353
"Randwick, Indonesian",Unknown,See Side Bar for details,Unknown,Cnr Alison & Cook Sts,Randwick,New South Wales,2031,Unknown,Unknown,http://www.ipc.org.au,Joni Tjiong,https://preskey.org.au/index.php/new-south-wales-act/item/randwick-indonesian?category_id=48,Presbytery of Sydney East,Full (Sanctioned) Charge,-33.91277,151.23939,0,-33.94558347900079,151.2439502076723
